block	start	end
944	chrX	4984052	5007786
945	chrX	5015545	5099433
946	chrX	5105093	5178156
947	chrX	5234665	5309714
948	chrX	5336218	5407187
949	chrX	5432449	5485635
950	chrX	5533568	5551815
951	chrX	5668750	5707488
952	chrX	5720525	5748420
953	chrX	5853324	5882698
954	chrX	5890814	5926154
955	chrX	5943565	5971293
956	chrX	6009054	6108646
957	chrX	6212505	6233495
958	chrX	6276511	6398361
959	chrX	6438758	6481860
960	chrX	6491436	6493317
961	chrX	6502832	6534548
962	chrX	6783841	6902220
963	chrX	6914086	6968361
964	chrX	7007511	7087289
965	chrX	7092533	7129899
966	chrX	7136651	7169152
967	chrX	7197227	7198993
968	chrX	7207825	7212494
969	chrX	7222233	7497199
970	chrX	7505081	7517853
971	chrX	7659235	7780266
972	chrX	7869943	7878068
973	chrX	7912804	7917080
974	chrX	7972819	7978588
975	chrX	8091355	8101729
976	chrX	8184094	8282515
977	chrX	8345702	8352763
978	chrX	8360282	8443914
979	chrX	8525520	8543104
980	chrX	8628603	8633527
981	chrX	8653723	8693822
982	chrX	8809852	8949677
983	chrX	9184295	9192388
984	chrX	9196875	9198814
985	chrX	9256147	9405627
986	chrX	9484728	9490983
987	chrX	9509385	9524330
988	chrX	9538074	9547647
989	chrX	9594007	9669203
990	chrX	9673386	9707262
991	chrX	9714665	9897844
992	chrX	9904898	9958614
993	chrX	9986607	10099713
994	chrX	10126443	10132375
995	chrX	10160172	10172930
996	chrX	10242331	10258645
997	chrX	10264244	10273667
998	chrX	10281339	10347827
999	chrX	10378886	10435228
1000	chrX	10446955	10479494
1001	chrX	10492922	10495188
1002	chrX	10502497	10635127
1003	chrX	10774549	10789458
1004	chrX	10794720	10810125
1005	chrX	10812500	10835524
1006	chrX	10842502	10966020
1007	chrX	10970625	10983193
1008	chrX	11064689	11148570
1009	chrX	11294644	11315220
1010	chrX	11330297	11341081
1011	chrX	11358095	11375139
1012	chrX	11399707	11445809
1013	chrX	11519318	11570605
1014	chrX	11617445	11679267
1015	chrX	11721486	11737131
1016	chrX	11805450	11903183
1017	chrX	11931844	12150032
1018	chrX	12157826	12293786
1019	chrX	12299639	12354400
1020	chrX	12374122	12382516
1021	chrX	12393586	12413789
1022	chrX	12423589	12447723
1023	chrX	12661199	12792188
1024	chrX	12812400	12981070
1025	chrX	12995091	13004212
1026	chrX	13029892	13052220
1027	chrX	13056549	13082950
1028	chrX	13108760	13146976
1029	chrX	13258755	13263480
1030	chrX	13325204	13496912
1031	chrX	13577671	13580115
1032	chrX	13595854	13599055
1033	chrX	13693610	13696841
1034	chrX	13745686	13764374
1035	chrX	13794299	13827886
1036	chrX	13842570	13852203
1037	chrX	13939384	14088255
1038	chrX	14151201	14440754
1039	chrX	14477699	14480744
1040	chrX	14498658	14709739
1041	chrX	14734334	14841097
1042	chrX	14860636	14908940
1043	chrX	14939205	14949737
1044	chrX	14987850	15028761
1045	chrX	15037227	15173312
1046	chrX	15254194	15333404
1047	chrX	15414816	15439914
1048	chrX	15492755	15587082
1049	chrX	15951587	15955847
1050	chrX	15969069	15984599
1051	chrX	16013803	16035956
1052	chrX	16048209	16105591
1053	chrX	16139036	16163323
1054	chrX	16358562	16419074
1055	chrX	16601086	16613571
1056	chrX	16618825	16645252
1057	chrX	16651023	16675884
1058	chrX	16720120	16736759
1059	chrX	16744418	16770442
1060	chrX	16783720	16823879
1061	chrX	16838697	16845333
1062	chrX	16868721	16964443
1063	chrX	16980853	16996445
1064	chrX	17073682	17138159
1065	chrX	17148957	17192796
1066	chrX	17217369	17312439
1067	chrX	17324968	17425023
1068	chrX	17440766	17469341
1069	chrX	17479802	17487227
1070	chrX	17562002	17567443
1071	chrX	17571798	17592465
1072	chrX	17619299	17628713
1073	chrX	17634133	17639090
1074	chrX	17664954	17710709
1075	chrX	17723991	17733797
1076	chrX	17804162	17978786
1077	chrX	18003925	18012791
1078	chrX	18054787	18129964
1079	chrX	18138279	18201390
1080	chrX	18216326	18240484
1081	chrX	18288803	18300473
1082	chrX	18306603	18366175
1083	chrX	18376514	18392004
1084	chrX	18417070	18452195
1085	chrX	18465199	18518494
1086	chrX	18564017	18661347
1087	chrX	18692737	18699020
1088	chrX	18797241	18820132
1089	chrX	18831538	18905531
1090	chrX	18938929	18946059
1091	chrX	18948747	18993473
1092	chrX	19000954	19042488
1093	chrX	19109400	19126593
1094	chrX	19131323	19135943
1095	chrX	19188222	19190219
1096	chrX	19232840	19365376
1097	chrX	19420242	19456543
1098	chrX	19477807	19487920
1099	chrX	19607090	19611102
1100	chrX	19667991	19671424
1101	chrX	19676452	19722767
1102	chrX	19732449	19741007
1103	chrX	19779198	19787272
1104	chrX	19799883	20046105
1105	chrX	20139544	20254892
1106	chrX	20314444	20333146
1107	chrX	20368358	20370134
1108	chrX	20406827	20462748
1109	chrX	20467216	20494029
1110	chrX	20510877	20563620
1111	chrX	20567669	20886478
1112	chrX	20939019	21184267
1113	chrX	21302713	21438104
1114	chrX	21903714	21922080
1115	chrX	21960121	22239947
1116	chrX	22257282	22370020
